DOI,year,donor,donor_smiles,donor_coreferents,fullerene_acceptor,acceptor,acceptor_smiles,acceptor_coreferents,power conversion efficiency,open circuit voltage,short circuit current,fill factor,property_metadata
10.1021/acs.macromol.5b01676,2015.70684931507,"benzo[c][1,2,5]thiadiazole",,[],1,PC_{71}BM,,['PC_{71}BM'],"=""2.8 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""Power conversion efficiencies"", ""entity_start"": 205, ""entity_end"": 207, ""property_value_start"": 211, ""property_value_end"": 212, ""property_numeric_value"": 2.8, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma400177w,2013.29589041096,PzNDTDTBO,,['PzNDTDTBO'],1,PC_{71}BM,,['PC_{71}BM'],"=""5.07 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 144, ""entity_end"": 146, ""property_value_start"": 151, ""property_value_end"": 152, ""property_numeric_value"": 5.07, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {""entity_name"": ""hole mobilities"", ""entity_start"": 105, ""entity_end"": 106, ""property_value_start"": 110, ""property_value_end"": 116, ""property_numeric_value"": 0.34, ""property_unit"": ""cm^{2} V^{-1} s^{-1}"", ""property_value_descriptor"": """"}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma400355w,2013.3698630137,PIDT-C12NT,,['PIDT-C12NT'],1,PC_{71}BM,,[],"=""5.05 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 123, ""entity_end"": 125, ""property_value_start"": 127, ""property_value_end"": 128, ""property_numeric_value"": 5.05, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma401274r,2013.64109589041,PBDTT-DPP75-TPD25,,['PBDTT-DPP75-TPD25'],1,PC_{71}BM,,['PC_{71}BM'],"=""6.33 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 124, ""entity_end"": 124, ""property_value_start"": 127, ""property_value_end"": 128, ""property_numeric_value"": 6.33, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma401274r,2013.64109589041,,,[],1,PC_{71}BM,,['PC_{71}BM'],,,"=""16 mA/cm^{2}""",,"{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {""entity_name"": ""J_{SC}"", ""entity_start"": 161, ""entity_end"": 162, ""property_value_start"": 166, ""property_value_end"": 169, ""property_numeric_value"": 16.0, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma401873s,2013.88493150685,BTD,,[],1,PC_{60}BM,,['PC_{60}BM'],"=""0.5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 144, ""entity_end"": 146, ""property_value_start"": 155, ""property_value_end"": 156, ""property_numeric_value"": 0.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {""entity_name"": ""hole mobilities"", ""entity_start"": 95, ""entity_end"": 96, ""property_value_start"": 103, ""property_value_end"": 109, ""property_numeric_value"": 0.4, ""property_unit"": ""cm^{2} V^{-1} s^{-1}"", ""property_value_descriptor"": """"}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma401886a,2013.94246575342,TBTF,,[],0,BTF; TBTF,,[],"=""5.66 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 277, ""entity_end"": 277, ""property_value_start"": 280, ""property_value_end"": 281, ""property_numeric_value"": 5.66, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma401886a,2013.94246575342,DPP,,"['DPP', 'DDP']",0,BTF; TBTF,,[],"=""3.51 %""","=""0.88 V""","=""13.15 mA cm^{-2}""",,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 311, ""entity_end"": 311, ""property_value_start"": 313, ""property_value_end"": 314, ""property_numeric_value"": 3.51, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 285, ""entity_end"": 286, ""property_value_start"": 288, ""property_value_end"": 289, ""property_numeric_value"": 0.88, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 319, ""entity_end"": 320, ""property_value_start"": 322, ""property_value_end"": 324, ""property_numeric_value"": 13.15, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acs.macromol.6b00507,2016.35890410959,P(BT-DPP)-QPZn,,"['P(BT-DPP)-QP', 'P(BT-DPP)-QPZn']",1,PC_{71}BM,,['PC_{71}BM'],"=""4.45 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 171, ""entity_end"": 171, ""property_value_start"": 187, ""property_value_end"": 188, ""property_numeric_value"": 4.45, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma2020112,2012.08493150685,P3TDTQ,,['P3TDTQ'],1,PCBM,,['PCBM'],,,,,"{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""bandgaps"", ""entity_start"": 123, ""entity_end"": 123, ""property_value_start"": 141, ""property_value_end"": 142, ""property_numeric_value"": 1.25, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma202656b,2012.08493150685,P(BDT-F-BT),,['P(BDT-F-BT)'],1,PC_{71}BM,,[],"=""3.72 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 235, ""entity_end"": 237, ""property_value_start"": 250, ""property_value_end"": 251, ""property_numeric_value"": 3.72, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma202656b,2012.08493150685,BDT,,[],1,PC_{71}BM,,[],"=""4.93 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 235, ""entity_end"": 237, ""property_value_start"": 261, ""property_value_end"": 262, ""property_numeric_value"": 4.93, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma202752h,2012.23287671233,PSFDTBT,,['PSFDTBT'],1,PC_{71}BM,,['PC_{71}BM'],,,,,"{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {""entity_name"": ""HOMO energy level"", ""entity_start"": 34, ""entity_end"": 36, ""property_value_start"": 38, ""property_value_end"": 39, ""property_numeric_value"": -5.4, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""optical band gap"", ""entity_start"": 23, ""entity_end"": 25, ""property_value_start"": 27, ""property_value_end"": 28, ""property_numeric_value"": 1.97, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {""entity_name"": ""hole mobility"", ""entity_start"": 42, ""entity_end"": 43, ""property_value_start"": 61, ""property_value_end"": 70, ""property_numeric_value"": 0.00726, ""property_unit"": ""cm^{2} V^{-1} s^{-1}"", ""property_value_descriptor"": """"}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma202752h,2012.23287671233,,,[],1,PC_{71}BM,,['PC_{71}BM'],"=""4.6 %""","=""0.94 V""",,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 107, ""entity_end"": 109, ""property_value_start"": 111, ""property_value_end"": 112, ""property_numeric_value"": 4.6, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open-circuit voltage"", ""entity_start"": 98, ""entity_end"": 101, ""property_value_start"": 103, ""property_value_end"": 104, ""property_numeric_value"": 0.94, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma301163p,2012.57808219178,poly(heteroarylene-vinylene)s,,['poly(heteroarylene-vinylene)s'],1,PC_{61}BM,,[],"=""0.6 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 228, ""entity_end"": 228, ""property_value_start"": 231, ""property_value_end"": 232, ""property_numeric_value"": 0.6, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma302005j,2012.86575342466,P2,,['P2'],1,PCBM,,['PCBM'],"=""3.04 %""","=""0.80 V""","=""6.60 mA/cm^{2}""","=""0.576""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 221, ""entity_end"": 221, ""property_value_start"": 239, ""property_value_end"": 240, ""property_numeric_value"": 3.04, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 261, ""entity_end"": 262, ""property_value_start"": 265, ""property_value_end"": 266, ""property_numeric_value"": 0.8, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 249, ""entity_end"": 250, ""property_value_start"": 254, ""property_value_end"": 258, ""property_numeric_value"": 6.6, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 273, ""entity_end"": 273, ""property_value_start"": 277, ""property_value_end"": 277, ""property_numeric_value"": 57.599999999999994, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma301660j,2012.84657534247,PDPTT,[*]c8ccc(c7c6c(=O)n(CC(CCCCCC)CCCCCCCC)c(c5ccc(c4cc(CC(CC)CCCC)c(c3nc2sc(c1sc([*])cc1CC(CC)CCCC)nc2s3)s4)s5)c6c(=O)n7CC(CCCCCC)CCCCCCCC)s8,"['PDPTT', 'PDPBT']",1,PC_{71}BM,,['PC_{71}BM'],"=""3.4 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 177, ""entity_end"": 179, ""property_value_start"": 181, ""property_value_end"": 182, ""property_numeric_value"": 3.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""optical band gaps"", ""entity_start"": 63, ""entity_end"": 65, ""property_value_start"": 67, ""property_value_end"": 70, ""property_numeric_value"": 1.2999999999999998, ""property_unit"": ""eV"", ""property_value_descriptor"": ""-""}, ""hole mobility"": {""entity_name"": ""hole mobilities"", ""entity_start"": 95, ""entity_end"": 96, ""property_value_start"": 98, ""property_value_end"": 103, ""property_numeric_value"": 0.85, ""property_unit"": ""cm^{2}(V s)"", ""property_value_descriptor"": ""and""}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma301269f,2012.64383561644,PTTBTz,,"['poly(thieno[3,2-b]thiophene-alt-bithiazole)', 'PTTBTz']",1,PC_{70}BM,,['PC_{70}BM'],"=""4.57 %""","=""0.82 V""","=""9.89 mA/cm^{2}""","=""0.563""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 186, ""entity_end"": 186, ""property_value_start"": 202, ""property_value_end"": 203, ""property_numeric_value"": 4.57, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 206, ""entity_end"": 207, ""property_value_start"": 209, ""property_value_end"": 210, ""property_numeric_value"": 0.82, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 213, ""entity_end"": 214, ""property_value_start"": 216, ""property_value_end"": 220, ""property_numeric_value"": 9.89, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 224, ""entity_end"": 224, ""property_value_start"": 226, ""property_value_end"": 226, ""property_numeric_value"": 56.3, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {""entity_name"": ""HOMO energy"", ""entity_start"": 74, ""entity_end"": 75, ""property_value_start"": 78, ""property_value_end"": 79, ""property_numeric_value"": -5.2, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {""entity_name"": ""hole mobility"", ""entity_start"": 83, ""entity_end"": 84, ""property_value_start"": 86, ""property_value_end"": 91, ""property_numeric_value"": 0.00645, ""property_unit"": ""cm^{2}(V s)"", ""property_value_descriptor"": """"}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ma3020239,2012.87123287671,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,['poly(3-hexylthiophene)'],0,PNDIBS,[*]c6ccc(c5ccc(c1cc3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c([*])cc2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c1c2c34)[se]5)[se]6,"['poly(naphthalene diimide-alt-biselenophene)', 'PNDIBS']","=""0.9 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""photovoltaic power conversion efficiency"", ""entity_start"": 94, ""entity_end"": 97, ""property_value_start"": 99, ""property_value_end"": 100, ""property_numeric_value"": 0.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""optical band gap"", ""entity_start"": 70, ""entity_end"": 72, ""property_value_start"": 74, ""property_value_end"": 75, ""property_numeric_value"": 1.4, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {}, ""electron mobility"": {""entity_name"": ""electron mobility"", ""entity_start"": 51, ""entity_end"": 52, ""property_value_start"": 54, ""property_value_end"": 57, ""property_numeric_value"": 0.07, ""property_unit"": ""cm^{2}(V s)"", ""property_value_descriptor"": """"}, ""external quantum efficiency"": {}}"
10.1021/ma302170e,2012.94246575342,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['P3HT', 'P3HT-PNBI-P3HTs']",0,P3HT-PNBI-P3HT,,"['P3HT-PNBI-P3HT', 'P3HT-PNBI-P3HTs']","=""1.28 %""","=""0.56 V""",,"=""0.50""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 216, ""entity_end"": 218, ""property_value_start"": 220, ""property_value_end"": 221, ""property_numeric_value"": 1.28, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open-circuit voltage"", ""entity_start"": 223, ""entity_end"": 226, ""property_value_start"": 228, ""property_value_end"": 229, ""property_numeric_value"": 0.56, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 242, ""entity_end"": 243, ""property_value_start"": 245, ""property_value_end"": 245, ""property_numeric_value"": 50.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {""entity_name"": ""LUMO levels"", ""entity_start"": 178, ""entity_end"": 179, ""property_value_start"": 189, ""property_value_end"": 192, ""property_numeric_value"": 4.244999999999999, ""property_unit"": ""eV"", ""property_value_descriptor"": ""-""}, ""bandgap"": {""entity_name"": ""optical band gap"", ""entity_start"": 76, ""entity_end"": 78, ""property_value_start"": 112, ""property_value_end"": 115, ""property_numeric_value"": 1.7000000000000002, ""property_unit"": ""eV"", ""property_value_descriptor"": ""-""}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
